제목,원제,개봉일,스트리밍,대여,구매,평점,장르,재생 시간,출연진,시놉시스,이미지,감독
헌원검,轩辕剑之天之痕,2012,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['88%', '6.3']","['SF', '액션', '드라마', '판타지', '로맨스']",45분,"['Hu Ge', 'Liu Shishi', 'Tang Yan', 'Jiang Jinfu', 'Guli Nazha', 'Lin Gengxin', 'Ma Tianyu', 'Chengyuan Li', 'Eddy Ko', 'Ye Qing']","부국의 성공을 위해 다섯개의 신기(神器)를 합쳐야 된다는 사실을 알게 되고, 그 신기를 찾기위해 여러 풍파에 휘말리는 여정을 그린 내용의 드라마",https://images.justwatch.com/poster/139208319/s276/heonweongeom.webp,
정글의 법칙,,2011,,,"{'Naver Store': ['1개', 'HD']}","['84%', '8.3']","['RealityTV', '다큐멘터리']",1시간 7분,['Kim Byung-man'],세계의 곳곳에 존재하는 야생을 배경으로 생존을 펼치는 생존 버라이어티 프로그램,https://images.justwatch.com/poster/142060664/s276/law-of-the-jungle.webp,['Lee Ji-won']
커피 하우스,,2010,,,"{'Naver Store': ['1개', 'HD']}","['70%', '6.6']","['드라마', '코미디']",51분,"['Park Si-yeon', 'Kang Ji-hwan', 'Ham Eun-jeong', 'Ahn Kil-kang', 'Jeong Ji-ah', 'Jung Su-young', 'Kim Min-sang', 'Park Jae-jung', 'Jung Woong-in']",까다로운 취향을 가진 소설가 진수가 이 세상에서 유일하게 자신의 커피 취향을 맞춰주는 친구 은영과 맛없는 커피를 만드는 꼴통 비서 승연과 벌이는 연애 이야기,https://images.justwatch.com/poster/139134445/s276/coffee-house.webp,['Pyo Min-soo']
로드 넘버원,,2010,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['92%', '8.6']","['드라마', '전쟁']",1시간 5분,"['So Ji-sub', 'Kim Ha-neul', 'Choi Min-soo', 'Yoon Kye-sang', 'Son Chang-min', 'Kim Jin-woo', 'Nam Bo-ra', 'Julien Kang', 'Han Yeri', 'Noh Young-hak', 'Song Jae-hee', 'Kim You-jung', 'Lee Jin-seong', 'Choi Bool-am', 'Jeong So-yeong']",6.25 전쟁이라는 역사의 폭풍우를 견디고 피어난 들꽃 같은 사랑 이야기를 그린 드라마,https://images.justwatch.com/poster/196655253/s276/road-no-1.webp,['Kim Jin-min']
트레저 헌터,,2010,"{'Watcha': ['1개', 'HD']}",,,,,52분,['Joon Park'],국내 최초! 세계를 쇼핑하다! 세계 곳 곳에 숨겨진 패션 보물을 찾기 위한 무한 경쟁을 그린 프로그램,https://images.justwatch.com/poster/251849436/s276/teurejeo-heonteo.webp,['김도형']
바보엄마,,2012,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",['85%'],"['드라마', '코미디']",1시간 4분,"['Kim Hyun-joo', 'Ahn Seo-hyun', 'Ha Hee-ra', 'Kim Tae-woo', 'Shin Hyun-joon', 'Yoo In-young', 'Kim Jeong-hoon', 'Park Hyung-sik', 'Lee Se-na', 'Kim Ha-kyoon', 'Jin Won']","Kim Young-joo is a genius with an IQ of 200 and the youngest editor of a fashion magazine. Constantly embarrassed and ashamed of her mother's developmental disability and suffocated by her affection, Young-joo leaves home and runs away to get married. But after she gives birth to her own daughter and becomes a mother herself, Young-joo begins to see her life and family differently.",https://images.justwatch.com/poster/173062136/s276/dummy-mommy.webp,['Lee Dong-Hoon']
괴협 일지매,怪侠一枝梅,2011,,,"{'Naver Store': ['1개', 'HD']}","['80%', '7.9']","['액션', '드라마', '로맨스']",45분,"['Wallace Huo', 'Liu Shishi', 'Tong Liya', 'Guan Xiaotong', 'Ma Tianyu', 'Liu Kai-Chi']",명나라 때 네 명의 협객과 간신 엄숭과의 투쟁을 그린 드라마,https://images.justwatch.com/poster/139206007/s276/goehyeob-iljimae.webp,
노란 복수초,,2012,,"{'Naver Store': ['1개', 'HD']}",,"['85%', '8.0']",['드라마'],35분,"['Lee Yu-ri', 'Yoon A-jung', 'Hyun Woo-Sung', 'Jung Chan', 'Min Ji-hyun', 'Kim Soo-hyeon']",의붓동생에 의해 죄를 뒤집어 쓰면서 사랑하는 남자를 빼앗기고 모든 것을 잃은 한 여자의 복수극을 담은 이야기,https://images.justwatch.com/poster/196683586/s276/yellow-boots.webp,['Choi Eun kyung']
나는 자연인이다,,2012,"{'Netflix': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,,,['Lee Seung-yoon'],원시의 삶 속 대자연의 품에서 저마다의 사연을 간직한 채 자연과 동화되어 욕심없이 살아가는 이들의 이야기를 담은 프로그램,https://images.justwatch.com/poster/242937016/s276/naneun-jayeoninida.webp,['신동민']
Happy and,,2011,,,"{'Naver Store': ['1개', 'HD']}","['60%', '6.3']",,,"['Jang Hee-jin', 'Shin Joo-ah', 'Ko Jung-min', 'Jo Yeon Woo', 'Park Joon-hyung', 'Kim Il-woo']",공감할 수 있는 부부 이야기를 다룬 이 드라마 시리즈는 기혼 여성 11명의 눈으로 본 결혼생활의 어려움과 즐거움을 생생하게 그려낸다.,https://images.justwatch.com/poster/149683441/s276/happy-and.webp,
계백,,2011,,,"{'Naver Store': ['1개', 'HD']}","['85%', '7.8']","['액션', '드라마', '역사']",1시간 4분,"['Lee Seo-jin', 'Lee Hyun-woo', 'Cho Jae-hyun', 'Choi Won Hong', 'Noh Young-hak', 'Oh Yeon-soo', 'Song Ji-hyo', 'Jeon Min-seo', 'Park Eun-bin', 'Jin Tae-hyeon', 'Nam Da-reum', 'Seo Young-joo', 'Jeon No-min', 'Shin Eun-jung', 'Lee Han-wi', 'Park Yu-hwan', 'Seo Beom-Sik', 'Jeong So-yeong', 'Kim Dong-hee', 'Cha In-pyo', 'Ahn Kil-kang', 'Hyomin', 'Han Bo-bae']",백제의 31대 마지막 왕 의자왕과 장수 계백을 재조명하는 퓨전사극이다.,https://images.justwatch.com/poster/139216454/s276/gyebaek.webp,['Jung Dae-yoon']
메이퀸,,2012,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['86%', '8.1']","['드라마', '로맨스']",1시간 5분,"['Han Ji-hye', 'Kim Jae-won', 'Jae Hee', 'Son Eun-seo', 'Ahn Nae-sang', 'Geum Bo-ra', 'Lee Deok-hwa', 'Yang Mi-kyung', 'Kim Kyu-chul', 'Kim Ji-young', 'Sunwoo Jae-duk', 'Kim You-jung', 'Park Ji-bin', 'Park Gun-tae', 'Kang Ji-woo', 'Jung Ji-so', 'Seo Young-joo']",한 여성이 인생의 고난을 이기고 해양 전문가로 성장하는 과정을 그린 드라마.,https://images.justwatch.com/poster/198273291/s276/meikwin.webp,['Baek Ho-Min']
천 번의 입맞춤,,2011,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['78%', '7.6']","['드라마', '로맨스']",1시간 3분,"['Seo Young-hee', 'Ji Hyun-woo', 'Ryu Jin', 'Kim So-eun', 'Kim Chang-sook', 'Cha Hwa-yeon', 'Son Ji-hyun', 'Shim Hyung-tak', 'Lee Soon-jae', 'Goo Seung-hyun', 'Cha Soo-yeon']","A drama that deals with the age differences in relationships. Woo Joo Young and Jang Woo Bin explore the older woman-younger man relationship whereas Jang Woo Jin and Joo Young's younger sister, Joo Mi, deal with the huge age gap between them.",https://images.justwatch.com/poster/141935293/s276/a-thousand-kisses.webp,['Oh Hyun-jong']
광개토태왕,,2011,"{'wavve': ['1개', 'HD']}",,,"['84%', '8.7']","['드라마', '역사']",53분,"['Lee Tae-gon', 'Kim Seung-su', 'Im Ho', 'Park Jung-chul', 'Oh Ji-eun', 'Lee In-hye', 'Kim Jeong-hyeon', 'Lee Bo-hee', 'Jung Ho-keun', 'Jung Tae-woo']","고구려의 부흥기를 이끌어낸 '광개토대왕'의 일대기를 그린 대하사극. 고구려 왕의 둘째아들 담덕은 왕실과 고구려의 평안을 위해 자처하여 왕자의 호화로운 생활 대신 장수의 길을 택해 요동성의 일개 장수로 살아간다. 한편 중원 정복의 야욕을 품은 후연황제 모용수는 고구려 정벌을 결심한다. 모용수는 아들 모용보를 선발대 15만 대군의 선봉장으로 정해, 고구려의 서북방 요충지 요동성을 공격하게 한다. 상인으로 위장해 정보를 전해 준 아들 고운의 활약 덕에 국상 개연수는 모용수가 따로 출정한다는 사실을 알아채고 요동성 성주 고무 대장군에게 북쪽 길에서 요격을 지시하고, 담덕은 이것이 거짓 정보인지 의심하고 독자적으로 은밀히 행동을 개시하는데...",https://images.justwatch.com/poster/142184455/s276/gwanggaetotaewang.webp,
지고는 못 살아,,2011,,,"{'Naver Store': ['1개', 'HD']}","['73%', '7.6']","['코미디', '로맨스']",1시간 7분,"['Choi Ji-woo', 'Yoon Sang-hyun', 'Sung Dong-il', 'Kim Jung-tae', 'Jo Mi-ryung', 'Park Won-sook', 'Ha Seok-jin', 'Kim Ja-ok', 'Ju Jin-mo']",이혼 위기에 처한 변호사 부부의 치열한 싸움을 그린 로맨틱 코미디 드라마.,https://images.justwatch.com/poster/141833257/s276/jigoneun-mossala.webp,
부자의 탄생,,2010,"{'wavve': ['1개', 'HD']}",,,"['83%', '6.7']","['드라마', '코미디', '로맨스']",1시간 5분,"['Lee Bo-young', 'Lee Si-young', 'Chu Woon-seok', 'Han So-jung', 'Park Kang-sook', ""Park Kang-woo's mother""]",그룹 후계자가 되는 것만이 유일한 삶의 목표인 재벌가 상속녀와 자신을 재벌이라 믿는 한 남자가 만나 성공을 향해 함께 달려가는 이야기다.,https://images.justwatch.com/poster/155950075/s276/becoming-a-billionaire.webp,
김수로,,2010,,"{'Naver Store': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}","['90%', '7.0']","['액션', '드라마', '로맨스']",1시간 2분,"['Ji Sung', 'Park Gun-tae', 'Bae Jong-ok', 'Yu Oh-seong', 'Seo Ji-hye', 'Go Joo-won', 'Lee Pil-mo', 'Wang Bit-na', 'Lee Won-jong', 'Lee Jong-won', 'Kang Byul']","This drama charts the life of Kim Soo Ro, legendary founder of Geumgwan Gaya, the ruling city-state of the Gaya confederacy, which dominated sea trade and iron working during the Three Kingdoms Period. Kim Soo Ro's fiery temperament, charisma and intelligence are his only defense in the extended political struggle, with competition for the throne from his half-brother and lifelong rival, Ijinashi, his former friend Suk Tal Hae, and the dangerous ambitions of Shin Kwi Gan.",https://images.justwatch.com/poster/197085442/s276/kim-soo-ro.webp,['Noh Jong-chan']
도시 전설의 여자,都市伝説の女,2012,"{'wavve': ['2개', 'HD'], 'Watcha': ['2개', 'HD']}","{'Naver Store': ['1개', 'HD']}",,"['79%', '7.3']","['액션', '코미디']",59분,"['Masami Nagasawa', 'Junpei Mizobata', 'Naoto Takenaka', 'Hiroyuki Hirayama', 'Takayuki Takuma', 'Narumi Akizuki']",경시청 수사 1과 괴짜 여형사의 이야기,https://images.justwatch.com/poster/139140892/s276/dosi-jeonseolyi-yeoja.webp,
자체발광 그녀,,2012,"{'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['72%', '6.8']","['코미디', '드라마', '로맨스']",52분,"['So E Hyun', 'Park Kwang-hyun', 'Kim Hyung-jun', 'Go Na-eun', 'Chae Young-in', 'Bae Geon-Woo', 'Go Myung-hwan']",자신의 오랜 꿈을 찾아 대기업도 마다하고 방송국에 입사한 신입 여작가의 방송국 적응기를 다룬 드라마,https://images.justwatch.com/poster/108442066/s276/jacebalgwang-geunyeo.webp,
구미호: 여우누이뎐,구미호 : 여우누이뎐,2010,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['77%', '7.2']","['드라마', '판타지', '스릴러']",1시간 8분,"['Han Da-gam', 'Jang Hyun-sung', 'Kim You-jung', 'Seo Shin-ae', 'Kim Jung-nan', 'Kim Kyu-chul', 'Seo Jun-yeong', 'Cheon Ho-jin']","구미호 설화의 뒷이야기를 다룬 작품으로, 10년이 되던 날 약속을 깨뜨린 남편을 떠나던 구미호에게 반인반수(半人半獸)의 피가 흐르는 어린 딸이 있었다는 설정을 담은 작품이다.",https://images.justwatch.com/poster/80269582/s276/gumiho-yeounuidyeon.webp,
휴먼다큐 사노라면,,2012,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,,58분,,"때로는 생명과도 같은 나의 핏줄, 때로는 원수보다 못한 징글징글한 전생의 업, 가족! 소소하지만 나름의 삶을 지탱하는 '위대한 일상'을 통해 시청자들의 공감하는 '삶의 비법'을 풀어가는 프로그램",https://images.justwatch.com/poster/176977185/s276/hyumeondakyu-sanoramyeon.webp,
다섯손가락,,2012,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['81%', '7.2']","['드라마', '코미디']",1시간 6분,"['Ju Ji-hoon', 'Ji Chang-wook', 'Chae Shi-ra', 'Jin Se-yeon', 'Cha Hwa-yeon', 'Jeon No-min', 'Jeon Mi-seon', 'Na Moon-hee']","천재 피아니스트들의 사랑과 악기를 만드는 그룹의 후계자를 놓고 벌이는 암투 및 복수, 그로 인한 불행과 상처를 극복한 주인공들이 다시 자신의 꿈과 사랑을 찾아가는 드라마.",https://images.justwatch.com/poster/198269842/s276/five-fingers.webp,['Choi Young-hoon']
오자룡이 간다,,2012,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,['드라마'],38분,"['Lee Jang-woo', 'Jin Tae-hyeon', 'Chang Mi-hee', 'Kim Young-ok', 'Lee Hwi-hyang', 'Jung Chan', 'Jo Mi-ryung']","""Here Comes Oh Ja-Ryong"" follows an unemployed second son-in-law with a good heart as he attempts to save his in-laws from the greedy first son-in-law.",https://images.justwatch.com/poster/153149884/s276/ojaryongi-ganda.webp,
적도의 남자,,2012,"{'wavve': ['1개', 'HD']}",,,"['68%', '7.6']","['드라마', '스릴러']",1시간 4분,"['Uhm Tae-woong', 'Lee Jun-hyuk', 'Lee Bo-young', 'Im Jung-eun', 'Kim Yeong-cheol', 'Lee Won-jong', 'Lee Jae-yong', 'Cha Hwa-yeon', 'Park Se-young', 'Lee Hyun-woo', 'Kyung Soo-jin', 'Yim Si-wan', 'Jo Hee-bong', 'James Kim Su-Hyeon']",뜨거운 욕망을 가진 네 남녀의 사랑 이야기를 다룬 정통 멜로극,https://images.justwatch.com/poster/191472540/s276/man-from-the-equator.webp,['Han Sang-woo']
홀리랜드,,2012,,"{'Naver Store': ['1개', 'HD']}",,"['76%', '7.4']","['액션', '드라마']",,"['Dong Ho', 'Yeo Hoon-min', 'Joo Da-young']","Holy Land tells the story of Kang Yoo (Dong Ho), a young boy who can't get along with people at home or school. He starts learning the basics of boxing from a book, and one day he runs into some thugs and defends himself with his new boxing skills and since then he is called the ""Hunter of Thugs"". He runs into Sang Ho (Sung Woong) by chance and Sang Ho becomes his mentor. All the while Kang Yoo pushes himself to find out who he really is.",https://images.justwatch.com/poster/139201744/s276/holriraendeu.webp,
성공보다 결혼!,螺丝小姐要出嫁,2012,,"{'Naver Store': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}","['51%', '6.1']","['드라마', '코미디', '로맨스']",1시간 2분,"['Roy Chiu', 'Megan Lai', 'Paul Hsu', 'Tia Li', 'Puff Kuo']",일만 하면서 사는 여자와 재벌2세 남자와 사랑에 빠지는 이야기를 담는 로맨틱 코미디,https://images.justwatch.com/poster/142018242/s276/miss-rose.webp,
도롱뇽도사와 그림자 조작단,,2012,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['69%', '6.4']","['드라마', '코미디']",1시간 4분,"['Im Won-hee', 'Choi Min-ho', 'Ryu Hyun-kyung', 'Lee Byung-Joon', 'Oh Dal-su']","Salamander Guru and The Shadows is a 2012 South Korean sitcom starring Choi Minho, Oh Dal-soo, Im Won-hee, Lee Byung-joon and Ryu Hyun-kyung. It aired on SBS from January 27 to March 30, 2012 on Fridays at 23:00 for 10 episodes. It is SBS's first sitcom in 5 years.",https://images.justwatch.com/poster/159357785/s276/salamander-guru-and-the-shadows.webp,
당신 참 예쁘다,,2011,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",['100%'],['드라마'],32분,,A single mom overcomes a broken heart and betrayal to succeed in life.,https://images.justwatch.com/poster/173418382/s276/dangsin-cam-yebbeuda.webp,
취후결정애상니,醉後決定愛上你,2011,"{'Netflix': ['1개', 'HD']}",,,"['78%', '6.6']","['코미디', '드라마', '로맨스']",46분,"['Rainie Yang', 'Joseph Chang', 'Tiffany Hsu', 'Kingone Wang', 'Huang Hong Sheng']",'운명처럼 널 사랑해' 명중주정아애니의 두번째 시리즈,https://images.justwatch.com/poster/139166598/s276/drunken-to-love-you.webp,
명가,,2010,"{'wavve': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}",,,['드라마'],52분,"['Cha In-pyo', 'Moon Ka-Young', 'Han Go-eun', 'Jung Dong-hwan', 'Kim Myung-soo', 'Kim Yeong-cheol', 'Choi Il-hwa', 'Ko Jung-min']","The Reputable Family is a 2010 South Korean television series starring Cha In-pyo, Han Go-eun, Kim Sung-min, and Lee Hee-do. It aired on KBS1 from January 1 to February 21, 2010 on Saturdays and Sundays at 21:40 for 16 episodes.",https://images.justwatch.com/poster/141850610/s276/myeongga.webp,
샐러리맨 초한지,,2012,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['81%', '7.7']","['코미디', '드라마']",1시간 6분,"['Jung Ryeo-won', 'Hong Soo-hyun', 'Lee Beom-soo', 'Jung Gyu-woon', 'Kim Seo-hyung', 'Lee Deok-hwa', 'Kim Ji-young']","신약 개발을 둘러싼 대기업 간의 암투와 경쟁, 그 속에서 저마다 목적한 바를 이루기 위해 몸부림치는 대한민국 샐러리맨들의 애환과 성공스토리를 담은 드라마",https://images.justwatch.com/poster/130515521/s276/history-of-the-salaryman.webp,['Yu In-sik']
신이라 불리운 사나이,,2010,"{'wavve': ['1개', 'HD']}",,,"['86%', '6.2']","['액션', '로맨스']",58분,"['Song Il-gook', 'Han Chae-young', 'Jung Dong-hwan', 'Nam Da-reum', 'Choo Ja-hyun', 'Lee Bo-hee', 'Cho Jin-woong']","미국에서 자란 정부 요원 최강타. 암살 기술을 배운 후, 아버지를 살해한 자에 대한 복수를 꿈꾸며 한국으로 돌아온다.",https://images.justwatch.com/poster/139081790/s276/sinira-bulriun-sanai.webp,
수상한 가족,,2012,,"{'Naver Store': ['1개', 'HD']}",,,['드라마'],,,네 명의 이복형제와 한 아버지라는 독특한 가족을 배경으로 아버지의 가족 사랑과 형제간의 관계를 그려낸 웃음과 감동의 휴먼 드라마,,
"나도, 꽃",,2011,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['65%', '7.0']","['드라마', '로맨스', '코미디']",1시간 8분,"['Ma Dong-seok', 'Yoon Shi-yoon', 'Han Go-eun', 'Seo Hyo-rim', 'Jo Min-ki', 'Lee Gi-kwang', 'Lee Byung-Joon', 'Jeong Man-sik', 'Ki Joo-bong', 'Lee Ji-ah']",심통쟁이 여순경과 두 얼굴의 언더커버 보스의 로맨스를 그린 드라마,https://images.justwatch.com/poster/13089357/s276/me-too-flower.webp,['Go Dong-sun']
애정만만세,,2011,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['81%', '7.6']","['드라마', '로맨스']",1시간 6분,"['Lee Bo-young', 'Jin Yi-han', 'Lee Tae-sung', 'Bae Jong-ok', 'Cheon Ho-jin', 'Kim Yoo-bin', 'Moon Hee-kyung']","Hooray for Love is a 2011 South Korean television series starring Lee Bo-young, Lee Tae-sung and Jin Yi-han. It aired on MBC from July 16, 2011 to January 29, 2012 on Saturdays and Sundays at 21:45 for 57 episodes.",https://images.justwatch.com/poster/193540693/s276/hooray-for-love.webp,
내일이 오면,,2011,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,,1시간 2분,,,https://images.justwatch.com/poster/210140227/s276/naeili-omyeon.webp,
위험한 여자,,2011,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['68%', '6.3']",['드라마'],32분,"['Kim Jeong-hyeon', 'Hwang Bo-ra', 'Go Eun-mi', 'Yeo Hyun-soo', 'Sunwoo Eun-sook', 'Kim Bo-Yeon']","평생을 믿어 왔던 모든 것들이 한 순간에 무너지게 된다면, 당신은 그 원인이 된 사람을 미워 할 것인가 아니면 용서 할 것인가, 여기 잃어버린 것을 되찾기 위해, 자신의 것을 지키기 위해 싸우는 사람들이 있다. 처음에 그들은 분노하고 서로를 미워한다. 모든 것은 돌이킬 수 없을 만큼 어긋나기 시작한다. 하지만 그들에게 희망은 있다. 그들의 미움과 분노는 용서와 화해를 통해 사랑으로 바뀌게 될 것이다. 작가는 이 드라마에서 상처와 복수가 아니라 치유와 회합을 이야기하고자 한다. 시청자들이 그들의 고통에 함께 아파하고 그들의 행복에 함께 기뻐하면서 그들과 마찬가지로 사랑의 큰 의미를 마음에 새기게 되기를 바란다.",https://images.justwatch.com/poster/138987783/s276/dangerous-women.webp,
